name,quadrant_conf,block_conf
Прогнозирование статьи ЧОК (НЗП),0.5915,0.8534
Форсайт. Умные таблицы,0.5917,0.6986
StarCodec,0.592,0.7048
Перевод ИС службы ИТ-поддержки (Затундра) на целевые CoreIT,0.5921,0.7947
1С УАТ,0.5921,0.7091
CADFlo,0.5922,0.8083
Модернизация ШПД,0.5923,0.7646
ZuluGIS,0.5923,0.5675
"Перевод Заявки ОДС, УВВС на целевые CoreIT",0.5928,0.7976
InSmartBase,0.5929,0.6995
Система контроля усталости водителей,0.5931,0.5413
ATLAS,0.5933,0.8236
Реновация базовой инфраструктуры виртуализации Волна 1,0.5933,0.6035
Click.ru,0.5933,0.8947
Имитационное моделирование аварийных сценариев на складах сырья,0.5934,0.642
Автоматизированная система по расчету истинной и жидкой плотности балансовых продуктов ООО «Медвежий ручей»,0.5934,0.7258
LVMFlowCV,0.5936,0.6919
Print-X,0.5937,0.6797
HCP vStack vStack Cloud Panel,0.5939,0.7223
PrintXpert3,0.5939,0.984
Elama.ru,0.5939,1.0
Doczilla,0.5942,0.616
Т-банк,0.5946,0.7271
PRO Cloud,0.5947,0.5057
ПК Расходомер ИСО (КГМК),0.5953,0.7609
Перевод CRM (Твой дом) на целевые CoreIT,0.5954,0.7802
1С:Управление,0.5955,0.5047
Дистанционное обучение сотрудников посредством ВКС в формате 360°,0.5955,0.8902
Перевод PADS4 Digital Signage на целевые CoreIT,0.5957,0.8637
Yonote,0.5963,1.0
Cubic Vision,0.5963,0.8276
BPM-Online,0.5965,0.504
Менеджер архивов,0.5966,1.0
ТУРБО Бюджетирование,0.5966,1.0
Selectel,0.5966,0.5856
ECSS-10,0.5968,1.0
Rockit Cloud,0.597,0.7889
RealMaint,0.5971,0.7683
АС Анализ фотографий проверка фото на соответствия корпоративным стандартам,0.5973,0.7878
Реновация систем управления производством Норильской обогатительной фабрики ООО «Медвежий ручей»,0.5974,0.6025
Vizorion,0.5975,0.7069
Перевод GenGraph на целевые CoreIT,0.5975,0.7933
"Расчёт и оптимизация процесса измельчения в мельнице МШЦ
(ДТИ-ГРКБ-ОФ-023-К)",0.5975,0.6997
Перевод Архив ПТО ТЭЦ-1 на целевые CoreIT,0.5976,0.741
IT Vectura,0.5977,0.6043
Разработка ИТ-продукта ''Диспетчеризация подземных горных работ'',0.5977,0.4754
BitBlaze,0.5978,0.5542
Портал бронирования мест для перевозки контейнеров и предоставления услуг ТЭО на рейсах морских сухогрузных и речных судов,0.5979,0.5016
Умный поиск Помощник металлурга,0.598,0.9923
Мониторинг и оценка физического труда работников,0.5982,0.8986
Amvera Cloud,0.5982,0.7793
XnView,0.5985,0.5182
Сетевые службы,0.5985,0.5026
CloudStack,0.5986,0.7804
TerraLink,0.5987,0.544
TerraLink xDE,0.5988,1.0
Локальная система оповещения потенциально опасных объектов 1 и 2 класса опасности ЗФ ПАО ''ГМК ''Норильский никель'',0.5989,0.4699
Оптимизация управления ПВП,0.599,0.7004
Synapse-SBT,0.5991,0.6178
Build Vision 360,0.5993,0.5334
Сквозная оптимизация ТОФ,0.5994,0.8669
ПРОГРЕСС-ПЛАТФОРМА,0.5995,0.6966
Перевод Scania Multi на целевые CoreIT,0.5996,0.7922
CRM «Простой бизнес»,0.6002,0.5329
Астрал.Доверенность,0.6005,0.4803
Яндекс Концепт,0.6006,0.5062
ПЛАТФОРМА ЧАСТНОГО ОБЛАКА,0.6008,0.5518
ТРИМ,0.6011,0.5224
АЙТИКОМ.ДОВЕРЕННОСТИ,0.6011,0.4809
1С: Экология. Охрана окружающей среды КОРП,0.6017,0.5227
Платформа строительных сервисов,0.6022,0.403
"Оснащение производственных и административно-бытовых помещений Механического завода системами охранного видеонаблюдения, контроля и управления доступом",0.6027,0.513
Реновация подземной опорной сети передачи данных ООО «Медвежий ручей»,0.603,0.5531
"Топливный советчик
(ЦРЦТ-ГРКБ-КР-008-О)",0.6036,0.4485
Анализ аномалий в данных,0.6044,0.5801
Создание корпоративного центра обработки данных Заполярного филиала ПАО «ГМК «Норильский никель»,0.6049,0.4708
АГАТ-РТ,0.6072,0.503
"Изготовление прототипов катализаторов на основе МПГ для синтеза 2,5-фурандикарбоновой кислоты методом жидкофазного окисления 5-гидроксиметилфурфурола
(ДТИ-ГО-БА-006-П)",0.608,0.5926
StreamBridge — Интеграция событийного потока данных,0.608,0.4173
Реновация систем горного планирования,0.608,0.4791
Перевод Цифровой паспорт шин (КГМК) на целевые CoreIT,0.6082,0.592
Мобильный клиент CommunigatePro,0.6086,0.4712
Сервис Dacon,0.6087,0.5553
Переход на доверенные ПАК для управления судовыми системами IAS (Integrated Control & Monitoring System) (IAS) танкера Енисей,0.612,0.5776
SkillCup,0.6124,0.571
Графборд,0.6134,0.5645
"Автоматизированная система провески забоя и повышение качества бурения (Точная навигация стреловых и веерных СБУ)
(ЦРЦТ-ЗФ-Р-034-П)",0.6135,0.5653
Перевод Система мониторинга ИТ-инфраструктуры (Затундра) на целевые CoreIT,0.6142,0.5703
Система мониторинга физического труда работников подразделений ООО «Норильскникельремонт»,0.6148,0.4267
Programmatic,0.615,0.4115
Автоматический контроль заполнения дозатора ВСС-1,0.6151,0.4724
Расширенный анализатор прогнозируемости временных рядов,0.6154,0.5396
Организация путем тиражирования локальной системы оповещения опасных производственных объектов 1 и 2 класса опасности ЗФ ПАО ''ГМК ''Норильский никель'' на объекты минерально-сырьевого комплекса и пре,0.6156,0.416
ТЦ. Комплексная система безопасности железнодорожных путей пл. Заполярный,0.6165,0.5949
MechaniCS Оборудование,0.6168,0.4926
Перевод DashBoard (Мониторинг ИТ инфраструктуры) на целевые CoreIT,0.618,0.3556
"Автоматическая калибровка пульповых анализаторов (ПА)
(ЦРЦТ-ЗФ-ТОФ-058-К)
",0.618,0.5563
MWS Data Catalog,0.6186,0.5531
Pilot-ICE/Pilot-BIM,0.6187,0.4087
Установка инженерно-технических средств охраны главных понизительных подстанций,0.619,0.5683
Реновация Горно-геологической информационной системы,0.6191,0.4812
АНТИФРОД ГСМ,0.62,0.5962
"Оптимизация управления флотацией на второй линии ГРКБ
(ЦРЦТ-ГРКБ-ОФ-018-П)",0.62,0.478
Виртуальный двойник системы газоочистки для оптимизации режимов,0.62,0.5622
"Оптимизация флотации вкрапленной цепочки руд
(ЦРЦТ-ЗФ-НОФ-015-К)",0.62,0.5641
Распознавание трещин в слитках при помощи ИИ-зрения,0.62,0.5455
Инциденты и проверки,0.6205,0.5838
Оснащение средствами антитеррористической безопасности объектов нефтебазы «Песчанка»,0.6254,0.5936
Мобильные бригады,0.6255,0.3952
Перевод Система учета средств связи на целевые CoreIT,0.6266,0.5522
Прототип IS0003421 Индекс здоровья оборудования,0.627,0.5932
Перевод EnergyCS ТКЗ (менеджер лицензий) на целевые CoreIT,0.6291,0.5794
Симуляция и оптимизация ОТР стройки,0.6329,0.404
Deckhouse,0.6346,0.5983
Интегрированная система безопасности Курейской ГЭС,0.6348,0.5957
Модернизация серверного помещения для ООО «Аэропорт Норильск»,0.6359,0.5324
Перевод Средство удалённого управления ПК вне КСПД на целевые CoreIT,0.6392,0.5687
Перевод ИС «Ресурс Мониторинг температуры теплоносителей» (НТЭК) на целевые CoreIT,0.6399,0.5922
LakehouseBuilder — Современная архитектура аналитических хранилищ,0.6408,0.5673
ТРИМ ТМ,0.6417,0.5622
ТРИМ ТМ,0.6417,0.5622
ЭкоСфера-ПРЕДПРИЯТИЕ,0.6423,0.5628
Pyrus Datacenter,0.643,0.5119
Перевод Система учета кадров и расчета с персоналом (ОРП) на целевые CoreIT,0.6435,0.482
"«Добыча»: Контроль рудозасорения: Выборщик, Технолог ЗФ",0.6438,0.5971
Digital Q.DataBase (далее – Q.DataBase),0.6456,0.5066
"Комплексная система безопасности, периметральное ограждение пл. Заполярный",0.6475,0.59
"Анализ тематик служебных записок по данным, хранящимся в Celonis",0.6484,0.5548
Мобильный клиент WorksPad,0.6487,0.4586
Автокалибровка PID-регуляторов ОРФ РЦ,0.6526,0.5995
WELDBOOK,0.6543,0.5806
Мегаплан,0.6563,0.5179
Внедрение модуля экосистемы безопасности «Управление договорными обязательствами»,0.657,0.478
Внедрение приложения «Мобильные бригады» ООО «Норникель Спутник»,0.6571,0.4807
"Изготовление аналога насоса Warman 75 PC-WBHC
(ДТИ-КГМК-М -043-К)",0.6579,0.5542
Перевод Maintest Offline на целевые CoreIT,0.658,0.5196
Серверные помещения,0.6588,0.537
Websoft HCM,0.6599,0.5153
Форсайт. Аналитическая платформа2,0.6602,0.5268
WiFi2,0.6604,0.5822
Мобильный обходчик,0.6615,0.5121
Мобильный клиент Суперника (ExpressIM),0.6621,0.4714
NextGIS,0.6641,0.4781
Data Mall с возможностью создания кастомизированных витрин под задачи отделов,0.6642,0.5206
Прогнозирование отклонения фактической даты оплаты от плановой на основе атрибутов документов и контрагентов,0.6647,0.5959
Аналитическое хранилище для стройки,0.6652,0.3112
Knowledge Space,0.6653,0.5398
"Гидроксид и карбонат никеля
(ДТИ-КГМК-БА-037-О)",0.6673,0.5554
Кадровая безопасность,0.6691,0.5062
Антифрод в закупочной деятельности,0.6749,0.5884
Кобальтоочистка ЦЭН-2«Кольская ГМК»,0.6774,0.5733
VK WorkSpace,0.6787,0.5386
Система автоматического анализа состояния сети. Тираж,0.6792,0.5993
GstarCAD,0.6828,0.5482
Компас-3D,0.6843,0.5965
ADEM CAD,0.6888,0.5668
FineReport,0.7005,0.4395
Расчет экономической эффективности инвестиционных IT-проектов и ЗНИ,0.7081,0.4508
Система ситуационно-аналитических центров безопасности,0.7095,0.5796
Интегрированная система безопасности объектов Усть-Хантайской ГЭС,0.712,0.5964
Прогнозирование потребности на основе статистики потребления МТР,0.713,0.5164
АЛТИУС Управление строительством,0.7136,0.5058
Комплексная система безопасности ЦМТО,0.7138,0.5874
Защита и мониторинг мобильных устройств. Модернизация.,0.7176,0.5984
Скип Скалистый,0.7217,0.5359
Axioma,0.7226,0.5881
"ССП система контроля положения рудного тела
(ДТИ-КГМК-РС-047-П)",0.7287,0.5274
Внедрение автоматизированной системы низового планирования в ООО «Норильскникельремонт» (замена «ПЭУ Доходы» и «ПЭУ Затраты»),0.7343,0.43
ИИ-оптимизация графика поставок с учетом погодных условий,0.74,0.404
ИИ-оптимизация графика профилактических остановок,0.74,0.5471
Data Mall с предиктивными моделями (аренда ИИ-моделей для анализа брака),0.74,0.5212
СУРП для ЗОКС,0.7427,0.5417
Форсайт. Аналитическая платформа,0.7506,0.5372
Форсайт. Аналитическая платформа,0.7506,0.5372
Перевод MS Project Server (Гипроникель) на целевые CoreIT,0.7578,0.5095
 Интеллектуальное управление проектами,0.8017,0.404
Умные системы прогнозирования поставок,0.8811,0.404
Интеллектуальное планирование производства,0.89,0.5798
"Цифровой пеносъем ОФ КГМК
(ЦРЦТ-КГМК-ОФ-012-П)",0.92,0.5
"Мониторинговая система загрузки и разгрузки сгустителей № 1-7
(ЦРЦТ-ЗФ-НОФ-033-К)",0.92,0.4237
"Расширенное управление флотацией ТОФ (видеокамеры)
(ЦРЦТ-ЗФ-ТОФ-038-К)",0.92,0.5
Виртуальный контроль качества сварных швов,0.92,0.4733
Распознавание утечек охлаждающей жидкости,0.92,0.4966
Агент предиктивной аналитики,0.933,0.404
Агент автоматической диагностики электродвигателей,0.933,0.5621
Система видеоаналитики «Система компьютерного зрения на пеносъеме медистой цепочки флотации НОФ»,0.9645,0.5243
Система видеоаналитики «Система компьютерного зрения на пеносъеме медистой цепочки флотации НОФ,0.9645,0.5948
Автономные погрузчики с компьютерным зрением,0.9645,0.5838
Видеоаналитика ССФ,0.9645,0.5321
Центр знаний — Корпоративный семантический поиск,0.97,0.0
Квантовая оптимизация графика поставок,1.0,0.0
Беспроводной мониторинг напряжения в силовых кабелях,1.0,0.4672
Беспроводной мониторинг состояния подшипников насосов,1.0,0.4863
 IoT мониторинг энергопотребления стройки,1.0,0.5148
Квантовая оптимизация маршрутов внутризаводского транспорта,1.0,0.0
Квантовые сенсоры для контроля состава отходящих газов,1.0,0.5998
Беспроводные датчики коррозии трубопроводов,1.0,0.5789
Палладиевые сенсоры для контроля метана,1.0,0.594
Pd-катализаторы для очистки выхлопных газов,1.0,0.5119
Палладиевые сенсоры для контроля кислорода,1.0,0.5958
Палладиевые сенсоры для контроля водорода,1.0,0.5039
Галактика Quantum.EAM,1.0,0.0
Техническое перевооружение АСУТП открытого склада руды РС,1.0,0.5928
Создание АС контроля сливов твердой фазы сгустителей НОФ (компьютерное зрение),1.0,0.4294
Создание АС компьютерного зрения для контроля бурения (CV СБУ),1.0,0.5304
Перевод АС «OLAP - Графики кап. ремонта» на целевые CoreIT,1.0,0.5675
Контроль сварочных швов в реальном времени,1.0,0.4739
